Site,dcs:Count_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,End_Date
dcid:geoId/42,315,15.1,10.5,20.13,316,20.2,15.77,24.84,394,18.5,13.77,23.15,384,11.9,8.26,15.57,576,17.2,13.24,21.26,833,17.5,14.7,20.61,1409,17.3,15.05,19.84,2212874,1925073,2537770,2021-01-24
dcid:geoId/72,325,5.7,3.29,8.67,325,19.8,14.92,25.26,325,11.0,7.55,15.36,325,4.4,2.11,7.06,523,10.6,7.26,14.08,777,13.9,10.92,17.07,1300,12.3,10.03,14.64,416594,339710,495848,2021-01-19
dcid:geoId/44,91,21.1,12.66,30.1,506,17.5,13.86,20.92,401,19.7,15.92,24.22,373,11.6,8.06,15.49,619,17.6,14.09,21.68,752,17.8,14.62,21.21,1371,17.7,15.34,20.43,187020,162084,215866,2021-01-23
dcid:geoId/45,397,19.2,15.04,23.29,326,22.9,18.13,27.99,413,17.1,13.52,20.75,337,8.8,5.82,11.9,587,19.6,15.86,23.36,886,17.6,14.76,20.56,1473,18.6,16.12,20.93,921802,798895,1037275,2021-01-21
dcid:geoId/46,1,,,,18,,,,13,,,,17,,,,17,,,,32,,,,49,,,,,,,2021-01-20
dcid:geoId/47,48,,,,430,23.8,19.34,28.04,440,19.6,15.86,23.59,464,14.4,11.09,17.65,579,24.1,18.55,29.7,803,18.8,15.09,22.79,1382,21.4,18.31,24.74,1423333,1217814,1645479,2021-01-22
dcid:geoId/48,121,22.6,13.8,32.75,541,25.3,21.34,29.82,577,21.9,18.17,25.83,693,12.1,9.2,14.92,825,22.9,18.15,27.97,1107,22.0,18.94,25.56,1932,22.4,19.56,25.85,6246284,5454344,7208323,2021-01-21
dcid:geoId/49,69,,,,394,24.0,19.65,28.57,441,20.2,16.09,24.61,416,12.5,8.91,15.85,493,19.9,14.7,26.09,827,23.2,18.61,28.23,1320,21.5,18.02,25.47,654750,548772,775651,2021-01-21
dcid:geoId/51,34,,,,466,10.7,7.51,13.63,429,7.2,4.15,10.72,464,3.3,1.59,5.31,525,6.4,4.16,9.12,868,8.7,5.43,12.37,1393,7.6,5.62,9.8,639447,472854,824550,2021-01-21
dcid:geoId/50,8,,,,235,0.9,0.0,2.43,153,1.3,0.0,3.16,164,1.9,0.0,4.47,196,0.2,0.0,0.9,364,2.0,0.61,3.93,560,1.2,0.38,2.17,7500,2375,13562,2021-01-22
dcid:geoId/53,287,9.5,5.97,13.3,315,11.5,7.27,15.71,323,6.9,3.89,10.35,367,4.7,2.24,7.71,587,9.5,6.62,13.12,705,8.8,6.42,11.56,1292,9.1,6.95,11.23,663785,506956,819154,2021-01-22
dcid:geoId/55,87,28.6,17.74,40.26,444,32.5,27.54,37.17,407,24.5,19.46,29.82,421,17.4,13.2,21.0,585,28.3,22.94,34.02,774,26.8,21.98,31.97,1359,27.5,23.86,31.21,1589058,1378725,1803437,2021-01-23
dcid:geoId/54,29,,,,454,11.1,7.97,14.75,374,8.2,5.36,11.27,360,7.1,4.23,9.99,534,10.4,6.82,14.97,683,9.5,5.83,13.87,1217,10.0,7.21,13.22,182905,131875,241801,2021-01-23
dcid:geoId/56,3,,,,47,,,,29,,,,33,,,,23,,,,89,30.7,18.43,43.89,112,31.8,18.26,44.06,185024,106243,256357,2021-01-20
dcid:geoId/02,61,,,,489,17.2,13.17,21.15,349,14.8,10.74,19.08,407,9.4,6.49,12.67,526,13.9,9.61,19.54,780,14.6,11.53,18.01,1306,14.2,11.56,17.37,104869,85372,128280,2021-02-06
dcid:geoId/01,235,27.1,21.25,33.18,393,26.6,22.28,31.41,428,19.1,14.98,22.71,357,20.3,16.11,24.73,571,25.0,21.25,29.06,842,23.4,20.33,26.96,1413,24.2,21.73,26.95,1177253,1057095,1311031,2021-02-07
dcid:geoId/05,326,24.6,19.78,29.55,380,21.5,17.41,26.35,376,15.2,11.36,19.37,351,10.0,6.6,13.52,571,17.4,14.36,21.1,862,20.9,17.93,23.65,1433,19.2,16.98,21.43,574209,507816,640901,2021-02-06
dcid:geoId/04,365,34.2,29.33,38.93,342,24.2,19.54,28.72,331,23.6,18.97,28.91,332,11.7,8.3,15.56,596,25.5,21.74,29.41,774,23.3,19.97,26.45,1370,24.4,21.75,26.83,1694991,1510904,1863796,2021-02-03
dcid:geoId/06,310,28.4,23.1,34.08,322,19.0,14.77,23.5,326,19.1,14.99,23.26,325,12.6,8.94,16.49,534,19.5,15.57,23.61,749,21.2,17.81,24.34,1283,20.3,17.78,22.81,7947198,6960650,8929832,2021-02-07
dcid:geoId/08,139,15.4,9.23,21.99,422,12.5,9.32,15.92,368,11.7,7.62,15.81,372,7.9,5.19,11.19,622,11.8,8.72,15.19,679,13.0,9.72,16.33,1301,12.4,9.98,15.02,685861,552008,830777,2021-01-27
dcid:geoId/09,322,13.3,9.23,16.92,322,8.4,5.18,12.03,318,10.8,7.26,14.54,324,11.5,8.11,15.62,537,10.1,7.47,13.04,749,10.8,8.5,13.07,1286,10.4,8.72,12.38,372476,312307,443390,2021-02-06
dcid:geoId/11,82,14.2,6.94,22.66,612,18.6,15.17,21.82,412,14.2,10.86,18.07,388,11.7,8.47,14.98,597,18.0,14.1,22.13,897,14.8,11.97,17.67,1494,16.3,13.96,18.69,111573,95556,127933,2021-01-30
dcid:geoId/10,153,26.5,19.33,33.86,364,16.4,12.65,20.27,371,16.3,12.23,20.48,354,6.4,3.8,9.63,441,17.5,13.29,21.94,801,16.1,13.04,19.05,1242,16.8,14.2,19.13,159515,134828,181638,2021-02-06
dcid:geoId/12,334,25.3,20.58,30.39,338,20.6,16.48,25.48,339,12.8,9.36,16.38,352,9.0,6.13,11.92,621,19.0,15.54,22.6,742,16.5,13.51,19.34,1363,17.7,15.68,20.0,3645871,3229788,4119628,2021-02-05
dcid:geoId/13,326,34.7,27.96,41.2,324,24.5,18.84,30.43,326,23.2,17.73,29.22,325,21.5,16.16,27.12,548,26.8,22.15,31.98,753,25.9,21.56,30.15,1301,26.3,23.01,29.82,2708238,2369451,3070710,2021-02-04
dcid:geoId/15,32,,,,316,11.5,7.86,15.27,335,8.9,5.67,12.41,465,6.1,3.71,8.78,395,6.5,3.96,9.24,753,9.6,7.2,12.81,1148,8.1,6.13,10.26,115184,87170,145900,2021-02-06
dcid:geoId/19,58,,,,569,20.7,17.3,24.47,338,23.0,18.28,27.54,230,12.0,8.07,16.28,550,20.3,15.86,25.09,645,18.9,15.03,23.35,1195,19.6,16.51,22.7,613970,517176,711077,2021-02-06
dcid:geoId/16,42,,,,512,20.7,16.18,25.47,411,19.1,14.36,23.42,348,15.2,10.58,20.22,501,17.3,11.82,23.07,812,18.7,14.21,23.74,1313,18.0,14.33,21.68,303806,241863,365917,2021-02-06
dcid:geoId/17,448,37.5,30.46,44.05,317,38.8,33.19,44.28,296,26.3,21.0,31.87,266,12.1,8.38,16.59,551,32.2,27.57,37.24,776,32.0,28.07,36.14,1327,32.1,29.22,34.98,4115701,3746441,4484960,2021-02-06
dcid:geoId/18,12,,,,343,21.9,17.17,27.25,110,19.1,11.3,28.31,95,11.3,5.21,19.29,144,16.0,9.94,22.35,416,23.0,18.34,27.62,560,19.6,15.91,23.33,1300935,1056014,1548511,2021-02-03
dcid:geoId/20,119,17.8,10.31,25.39,389,14.3,10.45,19.01,397,20.0,15.52,25.44,388,14.2,9.94,18.51,554,16.8,12.8,21.16,739,15.7,12.26,19.74,1293,16.2,13.66,19.11,471222,397339,555867,2021-01-30
dcid:geoId/21,338,18.3,14.29,22.56,330,16.8,12.42,21.29,333,22.7,17.52,28.0,321,10.1,6.33,13.72,549,20.6,16.99,24.17,773,14.1,11.43,16.92,1322,17.3,14.94,19.58,768155,663366,869392,2021-02-07
dcid:geoId/22,324,24.3,18.37,30.69,325,11.9,8.43,15.78,325,14.7,10.13,19.48,324,9.8,5.8,14.17,512,13.6,10.02,17.46,786,16.5,13.43,19.65,1298,15.1,12.85,17.58,704206,599275,819864,2021-02-04
dcid:geoId/25,165,9.5,5.28,14.48,374,8.2,5.19,11.72,373,9.1,6.31,12.21,368,9.4,6.45,12.6,533,8.6,5.86,11.54,747,9.2,6.77,11.67,1280,8.9,7.17,10.97,607887,489725,749272,2021-02-06
dcid:geoId/24,61,,,,448,33.0,28.57,37.18,463,14.9,11.67,18.49,483,6.9,4.65,9.27,703,24.7,20.91,28.67,752,20.6,16.42,25.34,1455,22.6,19.42,25.51,1356776,1165867,1531476,2021-02-04
dcid:geoId/23,23,,,,272,3.1,1.0,5.77,177,3.7,0.7,7.84,162,2.6,0.0,5.82,256,3.7,1.45,6.54,378,3.0,0.66,6.53,634,3.4,1.41,5.53,45316,18793,73705,2021-02-05
dcid:geoId/26,79,23.0,14.34,32.03,385,20.4,15.97,24.64,498,16.2,12.64,19.76,389,11.6,8.21,15.19,569,17.9,13.83,22.23,782,19.4,15.78,22.95,1351,18.7,16.08,21.28,1862050,1601164,2118953,2021-02-07
dcid:geoId/27,95,10.2,4.39,17.15,510,15.7,11.75,19.68,398,16.1,11.86,20.67,291,9.2,5.38,13.18,485,14.0,9.96,18.04,809,13.1,10.02,16.08,1294,13.5,11.04,16.16,746193,610220,893221,2021-01-30
dcid:geoId/29,153,22.6,14.67,31.24,361,31.0,23.96,38.28,379,22.2,16.0,28.84,440,19.5,13.81,26.09,586,26.3,20.05,31.88,747,24.6,20.17,29.28,1333,25.5,21.67,28.87,1552966,1319716,1758201,2021-02-07
dcid:geoId/28,105,35.4,25.91,46.27,429,27.2,22.48,32.02,348,19.9,15.65,24.46,364,18.5,14.29,23.07,461,26.7,21.11,32.42,785,26.3,22.46,30.1,1246,26.5,22.87,29.96,792022,683530,895433,2021-02-07
dcid:geoId/30,22,,,,241,12.0,7.36,16.33,174,16.6,11.31,23.23,141,8.1,3.5,13.3,235,16.1,8.68,25.31,343,14.1,9.76,19.19,578,15.1,10.4,20.41,157302,108340,212618,2021-02-05
dcid:geoId/37,324,19.0,14.43,23.14,434,21.8,18.0,25.58,449,15.9,12.13,19.57,473,9.5,6.84,12.02,668,19.0,15.5,22.71,1012,17.2,14.61,19.67,1680,18.1,15.94,20.38,1838168,1618806,2069716,2021-02-03
dcid:geoId/38,0,,,,2,,,,0,,,,0,,,,1,,,,1,,,,2,,,,,,,2021-01-29
dcid:geoId/31,64,,,,685,24.8,21.28,28.77,322,26.5,21.65,32.12,223,12.0,7.25,17.07,636,27.0,21.97,32.82,658,19.8,15.7,24.34,1294,23.4,19.72,26.97,445714,375619,513714,2021-02-05
dcid:geoId/33,34,,,,522,10.0,7.4,13.12,408,4.5,2.4,6.9,334,6.7,3.59,9.68,542,6.2,4.02,8.47,756,6.2,4.55,7.99,1298,6.2,4.97,7.67,83305,66778,103056,2021-01-28
dcid:geoId/34,162,35.1,27.65,42.52,344,25.9,21.03,30.22,326,18.6,14.19,22.85,342,12.7,9.26,16.32,508,25.9,21.76,30.57,666,22.9,19.31,26.69,1174,24.4,21.84,27.28,2167170,1939795,2422967,2021-02-04
dcid:geoId/35,174,24.5,17.32,32.0,374,27.8,22.83,32.75,375,20.3,16.02,24.99,374,12.8,9.53,16.48,524,21.1,16.53,25.35,773,25.1,21.31,28.96,1297,23.1,20.28,25.86,483352,424346,541103,2021-02-05
dcid:geoId/32,190,25.5,19.22,32.05,505,30.7,26.38,35.1,454,20.7,16.71,24.47,463,10.4,7.66,13.61,700,25.6,21.66,29.8,912,23.6,20.35,26.87,1612,24.6,22.05,27.22,719021,644488,795599,2021-02-04
dcid:geoId/36,250,9.7,5.98,13.33,371,13.1,9.45,16.68,347,12.5,8.84,16.33,341,9.9,6.78,13.46,589,12.6,9.8,15.65,720,11.0,8.27,13.56,1309,11.7,9.9,13.8,2295359,1942227,2707347,2021-02-03
dcid:geoId/39,251,28.6,22.14,35.12,314,33.7,28.41,39.17,346,31.2,26.07,36.65,469,16.3,12.49,20.4,681,35.6,31.57,39.67,699,23.1,19.71,26.61,1380,29.2,26.36,31.91,3399429,3068799,3714924,2021-02-02
dcid:geoId/40,324,24.7,20.13,29.46,325,21.8,17.41,26.35,325,18.1,13.76,22.98,325,13.9,9.75,18.18,556,21.0,17.01,24.92,743,20.2,17.01,23.64,1299,20.6,18.06,23.09,807136,707616,904698,2021-01-29
dcid:geoId/41,242,11.8,8.02,16.66,343,10.5,7.03,14.59,329,10.1,6.4,14.18,391,3.5,1.69,5.54,530,9.0,6.05,12.39,775,10.0,7.3,12.8,1305,9.5,7.53,11.49,387785,307370,469015,2021-02-06
dcid:geoId/42,351,14.1,10.33,18.0,425,19.3,14.66,24.15,405,14.5,10.84,18.22,358,8.0,5.08,11.19,653,15.3,11.62,19.44,886,15.1,12.38,18.05,1539,15.2,12.75,17.69,1944260,1630876,2262760,2021-02-07
dcid:geoId/72,325,8.8,5.44,12.91,325,22.0,16.57,27.53,325,12.5,8.27,17.14,325,7.5,4.5,10.94,536,13.4,9.48,17.59,764,15.9,12.72,19.37,1300,14.7,12.11,17.42,497880,410159,590005,2021-02-02
dcid:geoId/44,87,9.1,3.48,15.71,562,10.9,8.3,13.5,411,11.6,8.36,14.66,350,7.9,5.18,10.64,615,10.2,7.56,13.3,795,10.2,7.73,12.65,1410,10.2,8.52,11.97,107774,90023,126476,2021-02-06
dcid:geoId/45,335,25.9,20.64,30.86,333,21.4,16.74,26.2,327,19.8,15.53,24.95,322,15.3,11.53,19.36,525,18.0,14.24,21.79,792,24.0,20.76,27.71,1317,21.1,18.64,23.65,1045700,923784,1172076,2021-02-05
dcid:geoId/46,4,,,,34,,,,17,,,,22,,,,27,,,,50,,,,77,25.0,15.16,38.08,216072,131026,329121,2021-02-05
dcid:geoId/47,230,34.3,27.5,39.92,385,26.3,21.57,30.94,539,20.1,16.61,23.62,509,13.3,9.93,16.31,685,22.1,18.28,26.05,978,27.4,23.91,30.6,1663,24.8,22.26,27.29,1649470,1480532,1815082,2021-02-07
dcid:geoId/48,79,30.3,20.6,41.12,491,35.3,30.46,39.95,488,21.6,17.86,25.32,518,12.4,9.73,15.52,734,27.7,23.13,32.91,842,30.1,24.94,35.24,1576,28.9,25.49,32.48,8058821,7107936,9057111,2021-02-02
dcid:geoId/49,87,31.2,19.98,42.44,465,27.7,23.23,32.14,536,23.9,19.33,28.39,386,14.9,10.94,19.04,571,29.4,23.24,35.97,903,24.3,19.4,29.08,1474,26.9,23.04,30.85,819199,701649,939490,2021-02-04
dcid:geoId/51,19,,,,473,15.5,11.88,19.36,428,8.3,5.53,11.71,443,6.7,4.24,9.63,522,8.8,5.09,14.0,841,15.8,11.84,21.11,1363,12.3,9.66,15.53,1034894,812771,1306659,2021-02-04
dcid:geoId/50,15,,,,270,1.0,0.0,2.97,187,2.5,0.39,4.77,177,0.7,0.0,2.08,245,1.7,0.0,3.76,404,0.8,0.16,1.67,649,1.3,0.37,2.39,8125,2312,14937,2021-02-05
dcid:geoId/53,316,8.6,5.29,12.12,333,11.6,8.09,15.39,324,8.5,5.47,11.89,343,4.8,2.39,7.6,552,9.0,6.1,11.69,764,9.6,7.15,12.19,1316,9.3,7.37,11.39,678373,537593,830825,2021-02-06
dcid:geoId/55,89,27.6,18.13,37.53,399,27.0,22.35,31.85,408,27.5,21.93,32.64,348,20.7,16.18,25.62,547,27.4,22.71,32.57,697,25.1,21.35,29.12,1244,26.2,23.03,29.47,1513939,1330764,1702893,2021-02-03
dcid:geoId/54,35,,,,446,12.8,8.89,16.14,329,9.3,5.86,13.07,347,9.2,6.4,12.62,514,11.6,7.92,16.53,643,10.1,6.81,13.31,1157,10.9,8.56,13.62,199367,156567,249117,2021-02-06
dcid:geoId/56,4,,,,51,,,,62,,,,46,,,,43,,,,120,27.0,17.9,38.29,163,26.4,16.76,37.66,153605,97516,219119,2021-02-06
dcid:geoId/02,54,,,,534,8.9,6.32,11.65,345,11.2,7.49,14.92,378,7.0,4.4,9.94,522,14.0,8.33,20.25,789,10.9,7.45,14.53,1311,12.5,9.22,16.41,92315,68091,121190,2021-02-20
dcid:geoId/01,141,32.2,24.96,40.63,508,25.8,22.14,29.57,394,17.6,13.91,21.58,334,14.9,10.86,19.42,555,24.3,20.37,29.1,822,23.4,20.37,26.59,1377,23.8,21.16,26.51,1157794,1029366,1289627,2021-02-21
dcid:geoId/05,123,34.4,26.57,43.33,331,19.0,14.67,23.72,333,20.5,15.82,25.46,284,11.5,8.0,15.69,493,20.9,17.02,25.3,578,22.4,18.2,26.81,1071,21.7,18.82,24.76,648976,562844,740490,2021-02-20
dcid:geoId/04,298,32.0,26.7,37.66,412,28.2,23.52,33.36,362,20.9,16.33,25.67,371,15.7,11.87,19.93,608,24.5,20.82,28.67,835,26.8,23.3,30.12,1443,25.7,23.16,28.35,1785298,1608852,1969385,2021-02-18
dcid:geoId/06,326,34.2,28.63,39.34,324,20.2,16.1,25.11,326,17.8,13.6,22.02,316,9.9,6.88,13.46,549,22.9,19.08,26.9,743,20.3,17.23,23.6,1292,21.6,19.15,24.11,8456132,7496988,9438766,2021-02-15
dcid:geoId/08,124,16.9,9.37,26.08,401,16.2,11.93,20.9,396,15.7,11.34,20.29,402,7.4,4.6,11.28,612,18.3,13.89,22.79,711,11.8,9.01,14.71,1323,15.1,12.4,18.06,835202,685861,998924,2021-02-12
dcid:geoId/09,323,11.3,7.99,15.17,326,12.1,8.45,16.07,321,11.1,7.45,15.04,323,8.8,5.97,12.13,542,10.4,7.7,13.32,751,11.9,9.25,14.68,1293,11.2,9.23,13.23,401128,330573,473833,2021-02-20
dcid:geoId/11,134,15.9,9.49,23.14,428,21.5,17.33,25.38,331,17.5,13.56,21.69,448,11.0,8.01,13.98,539,20.0,15.58,24.22,802,17.3,14.23,20.77,1341,18.6,15.87,21.31,127317,108630,145867,2021-02-21
dcid:geoId/10,175,24.5,18.03,31.33,394,16.1,12.41,19.93,372,11.6,8.18,15.06,396,9.2,6.11,12.36,523,16.3,12.96,20.26,814,15.2,12.47,17.99,1337,15.8,13.5,18.04,150020,128182,171289,2021-02-20
dcid:geoId/12,329,21.9,17.54,26.42,336,22.4,17.94,26.97,334,18.2,14.11,22.36,331,11.7,8.05,15.44,628,19.2,15.92,22.61,702,19.5,16.4,22.83,1330,19.4,17.06,21.6,3996039,3514043,4449198,2021-02-19
dcid:geoId/13,324,26.0,20.52,32.25,338,13.6,9.81,18.17,326,15.8,11.75,20.85,326,13.5,9.27,18.64,551,18.6,14.88,22.69,763,15.6,12.6,18.64,1314,17.1,14.92,19.62,1760870,1536385,2020366,2021-02-15
dcid:geoId/15,51,,,,399,3.0,1.26,4.99,378,2.8,1.2,4.93,477,1.5,0.39,2.78,458,2.9,0.76,6.19,847,2.4,1.31,3.56,1305,2.6,1.41,4.25,36973,20051,60436,2021-02-20
dcid:geoId/19,60,,,,665,20.8,17.74,24.07,327,22.2,18.01,26.9,242,11.6,7.74,16.07,559,24.6,20.07,29.69,735,20.2,15.9,24.66,1294,22.4,19.04,25.86,701680,596428,810064,2021-02-20
dcid:geoId/16,51,,,,537,14.8,11.57,18.68,325,20.3,15.21,25.43,405,12.4,9.11,15.92,502,20.2,12.63,28.08,816,15.9,12.08,20.68,1318,18.0,13.78,22.12,303806,232580,373343,2021-02-20
dcid:geoId/17,373,34.4,29.46,40.61,338,38.0,32.33,44.48,362,32.5,25.81,38.97,335,18.9,13.21,26.09,567,32.7,27.66,37.72,841,33.8,29.18,38.61,1408,33.3,30.29,36.5,4269559,3883631,4679846,2021-02-20
dcid:geoId/18,7,,,,510,25.0,20.04,30.25,188,13.6,7.44,20.3,157,9.8,3.79,16.21,219,17.7,12.14,23.33,643,23.7,20.17,27.58,862,20.8,17.2,24.37,1380585,1141637,1617541,2021-02-17
dcid:geoId/20,152,18.0,10.98,25.76,362,14.3,10.05,19.04,394,14.4,10.37,18.54,402,11.5,8.2,15.74,581,15.0,10.97,19.37,729,14.6,10.62,18.6,1310,14.8,12.02,17.74,430499,349635,516017,2021-02-13
dcid:geoId/21,275,22.8,17.49,27.98,341,24.2,19.28,29.55,374,18.7,14.22,23.38,377,14.7,11.24,18.38,641,23.8,19.93,28.15,726,18.9,15.66,22.51,1367,21.3,18.69,24.26,945763,829874,1077193,2021-02-20
dcid:geoId/22,213,22.5,15.09,30.72,361,13.6,9.43,18.02,361,11.0,7.36,14.71,363,12.8,8.96,17.3,539,13.0,9.25,17.01,759,17.1,13.3,21.11,1298,15.1,12.29,18.01,704206,573158,839917,2021-02-20
dcid:geoId/25,174,10.5,6.09,15.81,371,12.9,9.19,16.72,369,11.6,8.33,15.17,372,9.5,6.5,12.42,551,11.2,8.04,14.65,735,12.0,9.39,14.77,1286,11.6,9.57,13.75,792302,653649,939152,2021-02-20
dcid:geoId/24,38,,,,535,31.5,27.27,35.98,327,17.4,12.86,21.39,356,9.8,6.76,13.64,516,31.9,24.48,38.43,740,18.0,13.93,22.37,1256,24.7,21.13,28.31,1482848,1268526,1699572,2021-02-18
dcid:geoId/23,16,,,,238,4.2,1.46,7.35,163,4.5,0.8,8.8,154,1.1,0.0,3.72,237,3.7,1.17,6.57,334,3.2,1.06,5.69,571,3.4,1.82,5.36,45316,24257,71439,2021-02-19
dcid:geoId/26,89,21.1,12.12,29.95,410,21.3,17.37,25.3,448,17.1,12.92,21.16,389,12.1,8.89,16.12,522,17.0,12.93,21.13,814,20.7,17.31,24.43,1336,18.9,16.24,21.83,1881965,1617096,2173720,2021-02-21
dcid:geoId/27,130,13.5,7.79,20.13,434,17.6,13.58,22.03,413,19.5,14.51,24.62,320,15.5,10.06,21.07,535,17.3,13.63,21.05,762,16.1,12.73,19.46,1297,16.7,13.99,19.2,923069,773277,1061253,2021-02-16
dcid:geoId/29,169,24.8,17.65,33.36,380,30.6,24.42,37.12,369,18.0,13.74,22.7,347,11.4,6.8,16.69,554,24.0,19.23,29.51,711,23.2,18.62,27.6,1265,23.6,20.35,26.99,1437255,1239328,1643708,2021-02-21
dcid:geoId/28,91,31.2,20.94,41.26,393,25.1,20.87,29.52,393,25.0,20.26,29.22,371,17.8,13.54,21.82,484,24.6,19.6,29.88,764,26.3,21.97,30.55,1248,25.4,22.27,28.95,759146,665597,865247,2021-02-21
dcid:geoId/30,29,,,,193,15.4,10.27,21.0,115,12.2,5.97,18.94,115,9.6,4.01,15.57,185,14.7,8.55,21.38,267,17.9,11.93,24.8,452,16.3,11.79,20.98,169802,122820,218555,2021-02-19
dcid:geoId/37,325,21.1,16.42,25.49,327,23.9,19.5,28.59,330,18.9,14.46,23.84,327,13.1,9.68,17.0,539,21.1,17.54,25.22,770,20.1,16.98,23.21,1309,20.6,18.27,22.95,2092059,1855433,2330716,2021-02-18
dcid:geoId/38,0,,,,0,,,,0,,,,3,,,,0,,,,3,,,,3,,,,,,,2021-02-17
dcid:geoId/31,73,,,,719,17.9,15.08,20.63,341,21.0,16.44,25.49,170,17.8,11.79,24.77,636,21.1,16.73,26.01,667,16.4,12.72,20.6,1303,18.8,15.86,21.86,358095,302095,416381,2021-02-19
dcid:geoId/33,36,,,,527,7.1,4.93,9.52,416,8.3,5.63,11.28,321,3.6,1.56,6.16,531,6.4,3.78,9.46,769,8.6,5.05,12.66,1300,7.5,5.29,10.25,100772,71078,137721,2021-02-18
dcid:geoId/34,204,34.0,27.08,41.0,321,24.7,19.74,29.66,327,19.6,15.27,24.04,338,14.1,10.34,18.59,454,25.3,21.11,29.7,736,22.9,19.32,26.26,1190,24.0,21.5,26.73,2131643,1909597,2374117,2021-02-18
dcid:geoId/35,130,21.9,14.37,30.81,390,17.8,13.57,22.13,388,16.9,12.86,20.75,390,9.7,6.6,12.78,500,17.2,13.01,22.39,798,17.3,14.21,20.65,1298,17.2,14.7,20.24,359899,307588,423509,2021-02-17
dcid:geoId/32,199,28.4,21.97,35.34,479,30.0,25.54,34.35,479,21.0,17.43,24.77,520,10.9,8.48,13.73,737,25.8,22.09,29.57,940,24.3,20.84,27.69,1677,25.1,22.45,27.63,733635,656180,807583,2021-02-15
dcid:geoId/36,206,13.9,9.37,18.7,393,13.7,9.75,17.19,405,14.5,10.94,18.24,304,12.9,9.07,16.86,594,14.9,11.48,18.52,714,12.6,9.96,15.45,1308,13.7,11.53,15.85,2687728,2262008,3109525,2021-02-20
dcid:geoId/39,232,33.6,27.54,39.32,392,37.9,33.38,43.4,503,27.1,22.85,30.97,430,19.1,14.91,22.8,794,38.6,34.94,42.58,763,24.9,21.59,28.44,1557,31.6,29.21,34.3,3678834,3400593,3993164,2021-02-20
dcid:geoId/40,238,26.7,20.96,32.62,324,19.2,14.61,23.48,324,17.5,13.31,22.1,410,10.5,7.32,13.89,545,18.4,14.75,22.14,751,20.4,17.06,23.86,1296,19.4,16.81,21.96,760119,658639,860423,2021-02-13
dcid:geoId/41,190,12.5,7.18,18.16,322,5.0,2.58,7.82,368,5.7,3.08,8.7,429,4.5,2.37,6.79,543,7.5,5.04,10.21,766,5.8,3.63,7.94,1309,6.7,4.98,8.3,273490,203281,338801,2021-02-20
